"","GID","GeneID"
"156","156","GRK2"
"5970","5970","RELA"
"132884","132884","EVC2"
"340252","340252","ZNF680"
"283450","283450","HECTD4"
"55731","55731","FAM222B"
"54796","54796","BNC2"
"50514","50514","DELEC1"
"339403","339403","RXFP4"
"10855","10855","HPSE"
"27235","27235","COQ2"
"160762","160762","CCDC63"
"3310","3310","HSPA6"
"51504","51504","TRMT112"
"54674","54674","LRRN3"
"22992","22992","KDM2A"
"142827","142827","ACSM6"
"203054","203054","ADCK5"
"78988","78988","MRPL57"
"64318","64318","NOC3L"
"2101","2101","ESRRA"
"29984","29984","RHOD"
"80070","80070","ADAMTS20"
"150684","150684","COMMD1"
"65059","65059","RAPH1"
"4580","4580","MTX1"
"111","111","ADCY5"
"54625","54625","PARP14"
"10800","10800","CYSLTR1"
"165631","165631","PARP15"
"1163","1163","CKS1B"
"225","225","ABCD2"
"130872","130872","AHSA2P"
"22885","22885","ABLIM3"
"126868","126868","MAB21L3"
"91749","91749","MFSD4B"
"81839","81839","VANGL1"
"2745","2745","GLRX"
"9657","9657","IQCB1"
"91683","91683","SYT12"
"2804","2804","GOLGB1"
"254439","254439","C11orf86"
"340654","340654","LIPM"
"134391","134391","GPR151"
"10655","10655","DMRT2"
"158399","158399","ZNF483"
"153770","153770","PLAC8L1"
"144195","144195","SLC2A14"
"56834","56834","GPR137"
"6623","6623","SNCG"
"79812","79812","MMRN2"
"653784","653784","MZT2A"
"8658","8658","TNKS"
"203523","203523","ZNF449"
"49854","49854","ZBTB21"
"79660","79660","PPP1R3B"
"286042","286042","FAM86B3P"
"344561","344561","GPR148"
"56977","56977","STOX2"
"4296","4296","MAP3K11"
"10221","10221","TRIB1"
"128822","128822","CST9"
"10089","10089","KCNK7"
"84826","84826","SFT2D3"
"713","713","C1QB"
"712","712","C1QA"
"79625","79625","NDNF"
"132141","132141","IQCF1"
"4973","4973","OLR1"
"256710","256710","GLIPR1L1"
"1605","1605","DAG1"
"3642","3642","INSM1"
"1600","1600","DAB1"
"64801","64801","ARV1"
"51126","51126","NAA20"
"339834","339834","IHO1"
"122665","122665","RNASE8"
"6288","6288","SAA1"
"440574","440574","MICOS10"
"254102","254102","EHBP1L1"
"83591","83591","THAP2"
"256130","256130","TMEM196"
"79102","79102","RNF26"
"26472","26472","PPP1R14B"
"122651","122651","RNASE11"
"10534","10534","ZNRD2"
"155465","155465","AGR3"
"6599","6599","SMARCC1"
"147687","147687","ZNF417"
"5797","5797","PTPRM"
"2286","2286","FKBP2"
"7423","7423","VEGFB"
"79834","79834","PEAK1"
"8793","8793","TNFRSF10D"
"4485","4485","MST1"
"8794","8794","TNFRSF10C"
"29925","29925","GMPPB"
"92597","92597","MOB1B"
"90441","90441","ZNF622"
"1464","1464","CSPG4"
"257364","257364","SNX33"
"339778","339778","FAM166C"
"64859","64859","NABP1"
"165082","165082","ADGRF3"
"126204","126204","NLRP13"
"1106","1106","CHD2"
"2829","2829","XCR1"
"29903","29903","CCDC106"
"10803","10803","CCR9"
"51134","51134","CEP83"
"27284","27284","SULT1B1"
"11163","11163","NUDT4"
"5091","5091","PC"
"10941","10941","UGT2A1"
"286205","286205","SCAI"
"222545","222545","GPRC6A"
"64802","64802","NMNAT1"
"78999","78999","LRFN4"
"100128327","100128327","TRAPPC3L"
"403314","403314","APOBEC4"
"6573","6573","SLC19A1"
"27129","27129","HSPB7"
"9986","9986","RCE1"
"7388","7388","UQCRH"
"80835","80835","TAS1R1"
"390992","390992","HES3"
"1964","1964","EIF1AX"
"100310812","100310812","SPDYE2B"
"26737","26737","OR1L1"
"256643","256643","BCLAF3"
"5707","5707","PSMD1"
"10149","10149","ADGRG2"
"130560","130560","SPATA3"
"56667","56667","MUC13"
"26032","26032","SUSD5"
"57493","57493","HEG1"
"124857","124857","WFIKKN2"
"79703","79703","C11orf80"
"9804","9804","TOMM20"
"200159","200159","C1orf100"
"3267","3267","AGFG1"
"6777","6777","STAT5B"
"924","924","CD7"
"375337","375337","TOPAZ1"
"1267","1267","CNP"
"3728","3728","JUP"
"9001","9001","HAP1"
"91646","91646","TDRD12"
"100874114","100874114","CCDC13-AS1"
"10209","10209","EIF1"
"284131","284131","ENDOV"
"57674","57674","RNF213"
"220359","220359","TIGD3"
"81033","81033","KCNH6"
"162333","162333","MARCHF10"
"1263","1263","PLK3"
"10276","10276","NET1"
"23333","23333","DPY19L1"
"162466","162466","PHOSPHO1"
"163049","163049","ZNF791"
"80012","80012","PHC3"
"26996","26996","GPR160"
"84733","84733","CBX2"
"6712","6712","SPTBN2"
"27333","27333","GOLIM4"
"162605","162605","KRT28"
"83759","83759","RBM4B"
"3212","3212","HOXB2"
"114897","114897","C1QTNF1"
"115123","115123","MARCHF3"
"126074","126074","SWSAP1"
"353189","353189","SLCO4C1"
"5936","5936","RBM4"
"128344","128344","PIFO"
"152002","152002","XXYLT1"
"165324","165324","UBXN2A"
"84839","84839","RAX2"
"8557","8557","TCAP"
"9973","9973","CCS"
"375387","375387","NRROS"
"84984","84984","CEP19"
"80311","80311","KLHL15"
"200933","200933","FBXO45"
"220082","220082","CBY2"
"169966","169966","TENT5D"
"2787","2787","GNG5"
"253512","253512","SLC25A30"
"138724","138724","C9orf131"
"947","947","CD34"
"8722","8722","CTSF"
"253827","253827","MSRB3"
"23592","23592","LEMD3"
"81793","81793","TLR10"
"7096","7096","TLR1"
"10333","10333","TLR6"
"345757","345757","FAM174A"
"285704","285704","RGMB"
"152877","152877","FAM53A"
"57495","57495","NWD2"
"284613","284613","CYB561D1"
"2940","2940","GSTA3"
"254359","254359","ZDHHC24"
"54931","54931","TRMT10C"
"6403","6403","SELP"
"348180","348180","CTU2"
"23269","23269","MGA"
"392509","392509","ARL13A"
"169166","169166","SNX31"
"54872","54872","PIGG"
"10594","10594","PRPF8"
"112","112","ADCY6"
"387849","387849","REP15"
"5306","5306","PITPNA"
"9416","9416","DDX23"
"7634","7634","ZNF80"
"741","741","ZNHIT2"
"344191","344191","EVX2"
"57659","57659","ZBTB4"
"8711","8711","TNK1"
"23051","23051","ZHX3"
"23612","23612","PHLDA3"
"116093","116093","DIRC1"
"162515","162515","SLC16A11"
"201232","201232","SLC16A13"
"148979","148979","GLIS1"
"55584","55584","CHRNA9"
"127435","127435","PODN"
"442578","442578","STAG3L3"
"340024","340024","SLC6A19"
"128439","128439","SNHG11"
"9156","9156","EXO1"
"253959","253959","RALGAPA1"
"3981","3981","LIG4"
"128826","128826","MIR1-1HG"
"7201","7201","TRHR"
"389524","389524","GTF2IRD2B"
"137735","137735","ABRA"
"488","488","ATP2A2"
"55055","55055","ZWILCH"
"6124","6124","RPL4"
"10302","10302","SNAPC5"
"147323","147323","STARD6"
"402117","402117","VWC2L"
"400073","400073","C12orf76"
"170261","170261","ZCCHC12"
"26047","26047","CNTNAP2"
"442117","442117","GALNTL6"
"158038","158038","LINGO2"
"582","582","BBS1"
"10260","10260","DENND4A"
"9543","9543","IGDCC3"
"257144","257144","GCSAM"
"115019","115019","SLC26A9"
"148808","148808","MFSD4A"
"246330","246330","PELI3"
"148014","148014","TTC9B"
"283446","283446","MYO1H"
"388730","388730","TMEM81"
"65003","65003","MRPL11"
"55554","55554","KLK15"
"53833","53833","IL20RB"
"127845","127845","GOLT1A"
"79647","79647","AKIRIN1"
"266743","266743","NPAS4"
"55167","55167","MSL2"
"162968","162968","ZNF497"
"133022","133022","TRAM1L1"
"1240","1240","CMKLR1"
"90806","90806","ANGEL2"
"7368","7368","UGT8"
"339855","339855","KY"
"124152","124152","IQCK"
"6578","6578","SLCO2A1"
"10781","10781","ZNF266"
"125958","125958","OR7D4"
"3177","3177","SLC29A2"
"9024","9024","BRSK2"
"642976","642976","GRIK1-AS1"
"11041","11041","B4GAT1"
"153339","153339","TMEM167A"
"3952","3952","LEP"
"285590","285590","SH3PXD2B"
"55196","55196","RESF1"
"51574","51574","LARP7"
"143282","143282","FGFBP3"
"9975","9975","NR1D2"
"140886","140886","PABPC5"
"25855","25855","BRMS1"
"6138","6138","RPL15"
"132720","132720","FAM241A"
"3265","3265","HRAS"
"151790","151790","WDR49"
"6731","6731","SRP72"
"126006","126006","PCP2"
"9610","9610","RIN1"
"152816","152816","ODAPH"
"152815","152815","THAP6"
"9662","9662","CEP135"
"8322","8322","FZD4"
"57124","57124","CD248"
"685","685","BTC"
"5174","5174","PDZK1"
"2015","2015","ADGRE1"
"201627","201627","DENND6A"
"201626","201626","PDE12"
"11146","11146","GLMN"
"201625","201625","DNAH12"
"10897","10897","YIF1A"
"254263","254263","CNIH2"
"171389","171389","NLRP6"
"126328","126328","NDUFA11"
"51319","51319","RSRC1"
"257062","257062","CATSPERD"
"152078","152078","SLC66A1L"
"81876","81876","RAB1B"
"81490","81490","PTDSS2"
"125988","125988","MICOS13"
"285315","285315","C3orf33"
"219482","219482","OR5M3"
"26470","26470","SEZ6L2"
"253982","253982","ASPHD1"
"253980","253980","KCTD13"
"9934","9934","P2RY14"
"155185","155185","AMZ1"
"29909","29909","GPR171"
"344758","344758","GPR149"
"388611","388611","CD164L2"
"2523","2523","FUT1"
"170506","170506","DHX36"
"282775","282775","OR5J2"
"84107","84107","ZIC4"
"282770","282770","OR10AG1"
"26259","26259","FBXW8"
"763","763","CA5A"
"653808","653808","ZG16"
"64837","64837","KLC2"
"6580","6580","SLC22A1"
"387718","387718","TEX36"
"1488","1488","CTBP2"
"9435","9435","CHST2"
"79683","79683","ZDHHC14"
"545","545","ATR"
"125144","125144","SNHG29"
"11065","11065","UBE2C"
"147409","147409","DSG4"
"256356","256356","GK5"
"80124","80124","VCPIP1"
"132112","132112","RTP1"
"1674","1674","DES"
"149420","149420","PDIK1L"
"92369","92369","SPSB4"
"5897","5897","RAG2"
"7189","7189","TRAF6"
"55279","55279","ZNF654"
"201158","201158","TVP23C"
"56945","56945","MRPS22"
"55690","55690","PACS1"
"149708","149708","WFDC5"
"65108","65108","MARCKSL1"
"80851","80851","SH3BP5L"
"200197","200197","TMEM51-AS1"
"388403","388403","YPEL2"
"253559","253559","CADM2"
"28","28","ABO"
"5708","5708","PSMD2"
"728882","728882","FAM182B"
"22843","22843","PPM1E"
"131408","131408","FAM131A"
"1466","1466","CSRP2"
"3626","3626","INHBC"
"55486","55486","PARL"
"1649","1649","DDIT3"
"5095","5095","PCCA"
"123346","123346","HIGD2B"
"10540","10540","DCTN2"
"4878","4878","NPPA"
"79797","79797","ZNF408"
"10106","10106","CTDSP2"
"9793","9793","CKAP5"
"392","392","ARHGAP1"
"10025","10025","MED16"
"9776","9776","ATG13"
"89792","89792","GAL3ST3"
"148345","148345","C1orf127"
"8534","8534","CHST1"
"23015","23015","GOLGA8A"
"146177","146177","VWA3A"
"9537","9537","TP53I11"
"378708","378708","CENPS"
"22845","22845","DOLK"
"254295","254295","PHYHD1"
"117144","117144","CATSPER1"
"9134","9134","CCNE2"
"85007","85007","PHYKPL"
"257629","257629","ANKS4B"
"1474","1474","CST6"
"196996","196996","GRAMD2A"
"162655","162655","ZNF519"
"27257","27257","LSM1"
"5626","5626","PROP1"
"91464","91464","ISX"
"8815","8815","BANF1"
"319","319","APOF"
"1139","1139","CHRNA7"
"56674","56674","TMEM9B"
"56675","56675","NRIP3"
"5771","5771","PTPN2"
"57758","57758","SCUBE2"
"84285","84285","EIF1AD"
"4087","4087","SMAD2"
"8665","8665","EIF3F"
"219749","219749","ZNF25"
"121130","121130","OR10P1"
"285598","285598","ARL10"
"1212","1212","CLTB"
"5122","5122","PCSK1"
"4023","4023","LPL"
"317671","317671","RFESD"
"64770","64770","CCDC14"
"374403","374403","TBC1D10C"
"9092","9092","SART1"
"55844","55844","PPP2R2D"
"79772","79772","MCTP1"
"57804","57804","POLD4"
"120787","120787","OR52W1"
"126364","126364","LRRC25"
"57628","57628","DPP10"
"23529","23529","CLCF1"
"254187","254187","TSGA10IP"
"390212","390212","GPR152"
"143630","143630","UBQLNL"
"50613","50613","UBQLN3"
"5406","5406","PNLIP"
"387787","387787","LIPT2"
"10008","10008","KCNE3"
"57010","57010","CABP4"
"144245","144245","ALG10B"
"10589","10589","DRAP1"
"79836","79836","LONRF3"
"7352","7352","UCP3"
"7351","7351","UCP2"
"83638","83638","C11orf68"
"80227","80227","PAAF1"
"51642","51642","MRPL48"
"5870","5870","RAB6A"
"5029","5029","P2RY2"
"8061","8061","FOSL1"
"2072","2072","ERCC4"
"79783","79783","SUGCT"
"11007","11007","CCDC85B"
"54968","54968","TMEM70"
"6199","6199","RPS6KB2"
"116028","116028","RMI2"
"5619","5619","PRM1"
"146691","146691","TOM1L2"
"122046","122046","TEX26"
"100132979","100132979","GOLGA8DP"
"58492","58492","ZNF77"
"165829","165829","GPR156"
"256369","256369","CCDC197"
"205251","205251","MTLN"
"126695","126695","KDF1"
"146712","146712","B3GNTL1"
"22877","22877","MLXIP"
"283171","283171","LINC02873"
"7025","7025","NR2F1"
"54998","54998","AURKAIP1"
"158135","158135","TTLL11"
"253314","253314","EIF4E1B"
"401505","401505","TOMM5"
"400359","400359","LINC02694"
"55508","55508","SLC35E3"
"145270","145270","PRIMA1"
"169841","169841","ZNF169"
"8607","8607","RUVBL1"
"2810","2810","SFN"
"4482","4482","MSRA"
"158506","158506","CBLL2"
"643677","643677","CCDC168"
"23399","23399","CTDNEP1"
"2118","2118","ETV4"
"131909","131909","FAM172BP"
"375757","375757","SWI5"
"202309","202309","GAPT"
"10458","10458","BAIAP2"
"797","797","CALCB"
"200407","200407","CREG2"
"135886","135886","TMEM270"
"3234","3234","HOXD8"
"340481","340481","ZDHHC21"
"54084","54084","TSPEAR"
"79666","79666","PLEKHF2"
"2","2","A2M"
"379","379","ARL4D"
"285489","285489","DOK7"
"57633","57633","LRRN1"
"63893","63893","UBE2O"
"93129","93129","ORAI3"
"340359","340359","KLHL38"
"285759","285759","LINC02880"
"84747","84747","UNC119B"
"163259","163259","DENND2C"
"400224","400224","PLEKHD1"
"56676","56676","ASCL3"
"84617","84617","TUBB6"
"116068","116068","LYSMD3"
"386724","386724","AMIGO3"
"126792","126792","B3GALT6"
"79898","79898","ZNF613"
"56673","56673","C11orf16"
"344805","344805","TMPRSS7"
"26471","26471","NUPR1"
"9832","9832","JAKMIP2"
"153364","153364","MBLAC2"
"286262","286262","TPRN"
"23630","23630","KCNE5"
"257101","257101","ZNF683"
"113829","113829","SLC35A4"
"55057","55057","CRYBG2"
"9807","9807","IP6K1"
"8636","8636","SSNA1"
"1479","1479","CSTF3"
"7525","7525","YES1"
"79643","79643","CHMP6"
"10301","10301","DLEU1"
"402682","402682","UFSP1"
"4161","4161","MC5R"
"55254","55254","TMEM39A"
"55346","55346","TCP11L1"
"2877","2877","GPX2"
"284001","284001","CCDC57"
"124535","124535","HSF5"
"2290","2290","FOXG1"
"8877","8877","SPHK1"
"664","664","BNIP3"
"150350","150350","ENTHD1"
"339344","339344","MYPOP"
"1149","1149","CIDEA"
"390442","390442","OR11H4"
"80059","80059","LRRTM4"
"79915","79915","ATAD5"
"114926","114926","SMIM19"
"122748","122748","OR11H6"
"342908","342908","ZNF404"
"25914","25914","RTTN"
"221060","221060","RPP38-DT"
"414149","414149","ACBD7"
"29882","29882","ANAPC2"
"127540","127540","HMGB4"
"339487","339487","ZBTB8OS"
"441308","441308","OR4F21"
"159371","159371","SLC35G1"
"7694","7694","ZNF135"
"390429","390429","OR4N2"
"283150","283150","FOXR1"
"1351","1351","COX8A"
"255061","255061","TAC4"
"54993","54993","ZSCAN2"
"285800","285800","PRR18"
"79369","79369","B3GNT4"
"246184","246184","CDC26"
"3291","3291","HSD11B2"
"51379","51379","CRLF3"
"6051","6051","RNPEP"
"163126","163126","EID2"
"63951","63951","DMRTA1"
"126272","126272","EID2B"
"349149","349149","GJC3"
"9699","9699","RIMS2"
"56888","56888","KCMF1"
"84277","84277","DNAJC30"
"283377","283377","SPRYD4"
"155382","155382","VPS37D"
"161198","161198","CLEC14A"
"161176","161176","SYNE3"
"1196","1196","CLK2"
"254531","254531","LPCAT4"
"28232","28232","SLCO3A1"
"284346","284346","ZNF575"
"79446","79446","WDR25"
"112869","112869","SGF29"
"11145","11145","PLAAT3"
"148252","148252","DIRAS1"
"390195","390195","OR5AN1"
"653583","653583","PHLDB3"
"222171","222171","PRR15"
"2788","2788","GNG7"
"205717","205717","USF3"
"256144","256144","OR4C3"
"256148","256148","OR4S1"
"124817","124817","CNTD1"
"138009","138009","DCAF4L2"
"168975","168975","CNBD1"
"375940","375940","DMBT1L1"
"9920","9920","KBTBD11"
"84002","84002","B3GNT5"
"80122","80122","MAP3K19"
"84823","84823","LMNB2"
"51115","51115","RMDN1"
"51320","51320","MEX3C"
"150280","150280","HORMAD2"
"220441","220441","RNF152"
"4642","4642","MYO1D"
"2300","2300","FOXL1"
"90655","90655","TGIF2LY"
"9884","9884","LRRC37A"
"2303","2303","FOXC2"
"627","627","BDNF"
"54581","54581","SCAND2P"
"79635","79635","CCDC121"
"197322","197322","ACSF3"
"666","666","BOK"
"283933","283933","ZNF843"
"83869","83869","TTTY14"
"401466","401466","RBIS"
"375189","375189","PFN4"
"158809","158809","MAGEB6"
"8851","8851","CDK5R1"
"284573","284573","LINC00303"
"256536","256536","TCERG1L"
"344148","344148","NCKAP5"
"286514","286514","MAGEB18"
"80230","80230","RUFY1"
"119678","119678","OR52E2"
"10409","10409","BASP1"
"374819","374819","LRRC37A3"
"360132","360132","FKBP9P1"
"54621","54621","VSIG10"
"284424","284424","MIR7-3HG"
"10265","10265","IRX5"
"284207","284207","METRNL"
"157769","157769","FAM91A1"
"55884","55884","WSB2"
"2902","2902","GRIN1"
"6664","6664","SOX11"
"7298","7298","TYMS"
"5827","5827","PXMP2"
"170082","170082","TCEANC"
"9240","9240","PNMA1"
"56892","56892","TCIM"
"284358","284358","MAMSTR"
"494514","494514","TYMSOS"
"23141","23141","ANKLE2"
"733","733","C8G"
"2524","2524","FUT2"
"374786","374786","EFCAB5"
"51301","51301","GCNT4"
"222699","222699","TOB2P1"
"200958","200958","MUC20"
"51078","51078","THAP4"
"84901","84901","NFATC2IP"
"4062","4062","LY6H"
"387758","387758","FIBIN"
"23625","23625","FAM89B"
"6470","6470","SHMT1"
"29952","29952","DPP7"
"9632","9632","SEC24C"
"158521","158521","FMR1NB"
"140775","140775","SMCR8"
"54435","54435","HCG4"
"4524","4524","MTHFR"
"503618","503618","DEFB104B"
"147685","147685","C19orf18"
"10522","10522","DEAF1"
"345778","345778","MTX3"
"283232","283232","TMEM80"
"147912","147912","SIX5"
"3467","3467","IFNW1"
"23403","23403","FBXO46"
"54503","54503","ZDHHC13"
"153129","153129","SLC38A9"
"340485","340485","ACER2"
"84942","84942","WDR73"
"5426","5426","POLE"
"150368","150368","PHETA2"
"6330","6330","SCN4B"
"57453","57453","DSCAML1"
"391","391","RHOG"
"64787","64787","EPS8L2"
"283576","283576","ZDHHC22"
"100129827","100129827","IRAG1-AS1"
"196527","196527","ANO6"
"403341","403341","ZBTB34"
"440556","440556","PRDM16-DT"
"171483","171483","FAM9B"
"125228","125228","FAM210A"
"403244","403244","OR2T35"
"6888","6888","TALDO1"
"8408","8408","ULK1"
"127066","127066","OR14C36"
"284716","284716","RIMKLA"
"157807","157807","CLVS1"
"6197","6197","RPS6KA3"
"374907","374907","B3GNT8"
"80324","80324","PUS1"
"80205","80205","CHD9"
"127064","127064","OR2T12"
"171169","171169","SPACA4"
"391195","391195","OR2T33"
"347862","347862","GATD1"
"493829","493829","TRIM72"
"11253","11253","MAN1B1"
"100289462","100289462","DEFB4B"
"3738","3738","KCNA3"
"8325","8325","FZD8"
"219770","219770","GJD4"
"162517","162517","FBXO39"
"3737","3737","KCNA2"
"7156","7156","TOP3A"
"57513","57513","CASKIN2"
"253461","253461","ZBTB38"
"139105","139105","BEND2"
"649446","649446","DLGAP1-AS1"
"283982","283982","LINC00469"
"79857","79857","FLJ13224"
"645683","645683","RPL13AP3"
"64925","64925","CCDC71"
"118461","118461","C10orf71"
"221091","221091","LRRN4CL"
"124871","124871","FLJ40194"
"29928","29928","TIMM22"
"3090","3090","HIC1"
"8541","8541","PPFIA3"
"64110","64110","MAGEF1"
"89766","89766","UMODL1"
"219285","219285","SAMD9L"
"441951","441951","ZFAS1"
"148581","148581","UBE2U"
"5074","5074","PAWR"
"7050","7050","TGIF1"
"125170","125170","MIEF2"
"266812","266812","NAP1L5"
"167359","167359","NIM1K"
"930","930","CD19"
"203111","203111","ERICH5"
"343172","343172","OR2T8"
"7182","7182","NR2C2"
"2828","2828","GPR4"
"122970","122970","ACOT4"
"167826","167826","OLIG3"
"284119","284119","CAVIN1"
"10425","10425","ARIH2"
"375316","375316","RBM44"
"10009","10009","ZBTB33"
"79413","79413","ZBED2"
"51480","51480","VCX2"
"79191","79191","IRX3"
"51046","51046","ST8SIA3"
"56475","56475","RPRM"
"127623","127623","OR2B11"
"79751","79751","SLC25A22"
"79874","79874","RABEP2"
"4808","4808","NHLH2"
"475","475","ATOX1"
"148109","148109","FAM187B"
"79718","79718","TBL1XR1"
"401474","401474","SAMD12"
"9332","9332","CD163"
"497661","497661","C18orf32"
"55367","55367","PIDD1"
"126069","126069","ZNF491"
"6181","6181","RPLP2"
"83903","83903","HASPIN"
"3725","3725","JUN"
"23283","23283","CSTF2T"
"79605","79605","PGBD5"
"121273","121273","C12orf54"
"255082","255082","CASC2"
"28976","28976","ACAD9"
"23765","23765","IL17RA"
"57104","57104","PNPLA2"
"619373","619373","MBOAT4"
"165100","165100","TEX44"
"57085","57085","AGTRAP"
"283316","283316","CD163L1"
"222183","222183","SRRM3"
"168451","168451","THAP5"
"283229","283229","CRACR2B"
"387082","387082","SUMO4"
"139422","139422","MAGEB10"
"54943","54943","DNAJC28"
"254827","254827","NAALADL2"
"977","977","CD151"
"5441","5441","POLR2L"
"56975","56975","FAM20C"
"25945","25945","NECTIN3"
"83650","83650","SLC35G5"
"389289","389289","ANXA2R"
"9772","9772","TMEM94"
"2314","2314","FLII"
"6666","6666","SOX12"
"10949","10949","HNRNPA0"
"285525","285525","YIPF7"
"58529","58529","MYOZ1"
"3766","3766","KCNJ10"
"90768","90768","TENM3-AS1"
"66005","66005","CHID1"
"253639","253639","ZNF620"
"9849","9849","ZNF518A"
"8269","8269","TMEM187"
"374969","374969","SVBP"
"285267","285267","ZNF619"
"387856","387856","CCDC184"
"1176","1176","AP3S1"
"2885","2885","GRB2"
"360023","360023","ZBTB41"
"7334","7334","UBE2N"
"645961","645961","SPATA31C2"
"151188","151188","ARL6IP6"
"30832","30832","ZNF354C"
"93661","93661","CAPZA3"
"158056","158056","MAMDC4"
"113746","113746","ODF3"
"51272","51272","BET1L"
"6232","6232","RPS27"
"60626","60626","RIC8A"
"55272","55272","IMP3"
"140461","140461","ASB8"
"389812","389812","LCN15"
"440836","440836","ODF3B"
"283417","283417","DPY19L2"
"286234","286234","SPATA31E1"
"100874123","100874123","ZNRF3-AS1"
"129852","129852","C2orf73"
"285601","285601","GPR150"
"388951","388951","TSPYL6"
"388886","388886","LRRC75B"
